,gene_name,count_t3d,count_t7d,count_control
10837,RP11-679C8.2,4,1,3
6367,LINC02594,0,0,3
210,AC008592.4,0,0,3
5599,KRT42P,1,0,3
888,ANK3,5,9,3
12095,SLC4A4,8,2,3
717,AFG3L1P,1,0,3
13643,UPP2,4,9,3
4271,G2E3-AS1,1,3,3
8391,PLA2R1,1,2,3
13665,USP2-AS1,1,2,3
5143,INO80B-WBP1,0,0,3
100,AC002985.3,0,0,3
2074,CDH23,5,14,3
11711,SEMA5A,4,1,3
9517,RP11-115D19.1,5,2,3
7838,OFD1,2,0,3
8553,POU2F1,0,2,3
14254,ZNF585B,0,0,3
8409,PLCD4,0,3,3
13963,YPEL1,2,0,3
6166,LINC01916,0,0,3
10573,RP11-525K10.3,1,6,3
2000,CCSER1,8,6,3
4302,GAL3ST3,1,0,3
3276,DIP2C,8,12,3
5095,IL1RAPL1,11,7,3
320,AC023469.2,0,0,3
12551,STIM1,0,0,3
2336,CLASP2,4,0,3
3858,EYS,7,6,3
5654,LARGE1,1,4,3
10017,RP11-308D16.2,0,0,3
1923,CCDC186,1,0,3
12587,STPG2,12,13,3
12414,SPP2,1,0,3
4128,FHDC1,0,1,3
5283,JAKMIP2,0,3,3
2991,CTNNA2,7,11,3
4032,FBLN1,0,2,3
939,ANKS1B,6,11,3
11790,SFTA2,0,3,3
5486,KIF1A,4,9,3
298,AC016907.3,0,0,3
4203,FOXN3,6,16,3
6392,LINC02694,6,4,3
299,AC016907.4,0,0,3
3017,CUL3,6,2,3
4868,HLCS,6,4,3
6933,METTL8,6,0,3
7825,OBI1-AS1,6,10,3
8987,RABEP1,6,6,3
12457,SRPK2,6,7,3
1134,ARHGEF3,7,2,3
6814,MB21D2,4,1,3
3043,CYB5AP2,0,0,3
14142,ZNF236,0,3,3
5903,LINC01010,4,5,3
6313,LINC02395,0,0,3
3758,EPS8L2,0,0,3
12541,STAT5A,0,4,3
4249,FSTL5,5,3,3
6330,LINC02445,0,0,3
11260,RP4-735C1.4,0,0,3
14199,ZNF445,0,0,3
8725,PRKN,4,16,3
7993,PALM2AKAP2,4,5,3
2897,CTD-2307P3.1,2,7,3
962,ANXA4,5,3,3
11693,SELENON,0,0,3
6064,LINC01517,0,3,3
4169,FMN2,1,0,3
2691,CSTF3,1,0,3
12583,STON1-GTF2A1L,0,0,3
9105,RBM44,0,4,3
6065,LINC01518,0,0,3
11139,RP11-976B16.1,0,0,3
12703,SYT2,0,11,3
5413,KCTD1,5,2,3
6070,LINC01554,0,0,3
203,AC008063.3,0,0,3
11207,RP3-460G2.1,4,0,3
12580,STN1,0,0,3
5616,KYNU,1,3,3
6726,MAP3K13,2,0,3
1422,BCKDHB,1,0,3
3534,ECHDC1,0,0,3
2208,CFAP47,1,1,3
6369,LINC02607,0,1,3
7228,MTDH,1,4,3
8497,PNPLA2,0,0,3
3024,CWC22,0,0,3
3080,CYP4F22,0,0,3
10623,RP11-551M15.6,2,0,3
8864,PTPN14,4,4,3
8886,PTPRM,5,7,3
2985,CTDSPL,0,6,3
9110,RBMS1,5,7,3
8255,PHACTR1,5,6,3
3453,DSCR4,0,0,3
10470,RP11-482E14.2,0,0,3
3915,FAM155A,5,8,3
5145,INO80D,1,2,3
8246,PGK1,0,0,3
5787,LINC00378,5,1,3
3040,CYB561,0,4,3
1933,CCDC27,0,0,3
11896,SIPA1L3,4,13,3
10389,RP11-447M4.2,0,0,3
7578,NKAIN3,5,1,3
10478,RP11-484O2.1,0,0,3
5293,JHY,0,0,3
9281,RNF103-CHMP3,4,5,3
8063,PCAT1,4,11,3
9355,RORA,5,8,3
8593,PPM1D,4,1,3
1915,CCDC174,0,0,3
1977,CCN6,0,0,3
378,AC079305.8,2,2,3
42,ABCC13,0,2,3
714,AFF3,9,12,3
5394,KCNMA1,10,9,3
14029,ZCCHC2,0,0,3
4782,HCG21,0,0,3
5160,INTS12,0,1,3
10527,RP11-507H23.1,1,0,3
8377,PKP4-AS1,0,1,3
5996,LINC01320,9,8,3
7294,MYCBP,0,0,3
12869,TENM3,4,1,3
13973,YWHAH,0,2,3
10132,RP11-350A18.2,1,3,3
10509,RP11-4B14.3,0,0,3
3094,CYTH4,0,0,3
2917,CTD-2358C21.4,0,0,3
4561,GPM6A,1,0,3
12586,STOX2,4,5,3
251,AC011288.2,10,13,3
14344,ZNF93,0,0,3
7372,NAALADL2-AS3,0,3,3
5833,LINC00598,8,8,3
1726,CAB39,0,10,3
11283,RP5-1011O1.3,0,0,3
4466,GLRA4,0,0,3
14372,ZSWIM5,4,0,3
1838,CASK,1,2,3
3150,DCST1-AS1,0,0,3
5321,KAT2B,0,0,3
2671,CSMD3,9,2,3
3149,DCST1,0,3,3
10259,RP11-397A16.1,5,5,2
9330,RNF43,0,3,2
1007,AP006222.1,0,0,2
9288,RNF126,0,1,2
7520,NEUROD1,0,1,2
8555,POU2F3,1,4,2
11370,RP6-91H8.6,0,2,2
5944,LINC01173,1,0,2
947,ANO3,0,1,2
10292,RP11-40F8.2,5,2,2
35,ABCB6,0,7,2
9804,RP11-213B3.1,1,2,2
936,ANKRD7,2,1,2
11164,RP13-512J5.1,0,4,2
2189,CERS6-AS1,0,0,2
5360,KCND3,1,1,2
1976,CCN5,0,1,2
6539,LRFN2,1,3,2
1257,ATG10,1,7,2
2260,CHFR,0,6,2
11246,RP4-660H19.1,0,3,2
12016,SLC27A6,5,1,2
3657,ELOVL5,0,0,2
6847,MCPH1-AS1,1,2,2
5822,LINC00536,1,0,2
3828,EVI5,5,0,2
14221,ZNF511-PRAP1,0,7,2
10299,RP11-414K7.2,0,0,2
5025,IFIH1,1,1,2
3212,DENND2B,0,3,2
2571,CPB1,0,0,2
9276,RNASEH1,0,1,2
13297,TRAF3IP1,2,6,2
3137,DCDC2C,2,1,2
1928,CCDC196,0,4,2
3510,DYSF,1,9,2
2088,CDK12,1,5,2
8421,PLD5P1,1,5,2
6268,LINC02249,0,0,2
6099,LINC01693,1,0,2
2566,CPA3,0,0,2
1006,AP004372.1,0,0,2
8318,PIK3C2B,0,1,2
10165,RP11-360L9.4,0,7,2
10344,RP11-431K24.1,1,1,2
10347,RP11-432O12.1,1,1,2
10383,RP11-446E24.4,1,4,2
7335,MYO7A,1,2,2
3505,DYNLT5,1,0,2
3090,CYRIB,2,4,2
9374,RP1-158P9.2,1,2,2
2411,CMIP,2,2,2
9398,RP1-240K6.5,0,3,2
4275,GAA,0,4,2
9426,RP1-71H24.1,1,0,2
131,AC005042.5,0,1,2
12956,THEM4,0,0,2
3625,EIF4E,0,0,2
2539,COPS7B,0,2,2
4633,GRIA4,2,6,2
2541,COQ10B,0,1,2
13370,TRMT44,0,0,2
12959,THG1L,0,0,2
12228,SMOX,1,2,2
3089,CYRIA,1,0,2
7750,NT5DC1,0,0,2
8884,PTPRK,2,0,2
10279,RP11-403A3.3,0,0,2
13669,USP24,1,1,2
12340,SP140L,0,2,2
121,AC004540.5,0,0,2
12164,SLCO6A1,1,3,2
12396,SPIDR,5,3,2
9823,RP11-21J18.1,0,4,2
10794,RP11-649G15.2,0,1,2
5050,IGF2BP3,1,13,2
3843,EXOC6B,5,7,2
9032,RANBP9,0,0,2
12296,SNX4,2,0,2
8946,RAB11FIP3,2,2,2
13417,TSPAN3,0,2,2
7139,MPPED2-AS1,0,0,2
9785,RP11-205M5.4,0,0,2
3159,DCUN1D5,0,2,2
13374,TRMU,0,0,2
13822,WDPCP,5,3,2
11322,RP5-1171I10.8,0,3,2
3824,ETV6,5,2,2
925,ANKRD39,0,0,2
4316,GALNT18,5,9,2
3173,DDR2,2,3,2
9687,RP11-161I6.2,2,11,2
9938,RP11-283G6.4,2,0,2
9291,RNF130,0,2,2
9996,RP11-302F12.3,2,1,2
3175,DDX10,2,16,2
3523,EBF1,1,3,2
5504,KIF5C,5,2,2
6168,LINC01920,0,0,2
6090,LINC01643,2,3,2
6074,LINC01572,2,3,2
4318,GALNT3,0,1,2
7186,MRPS33,0,0,2
14113,ZNF131,1,3,2
6824,MBP,2,1,2
13657,USH2A,1,6,2
2528,COMMD1,0,17,2
9450,RP11-1038A11.3,0,0,2
1628,C1orf141,1,0,2
157,AC006000.5,0,1,2
13541,UBASH3B,0,1,2
13537,UBAP1,0,0,2
3794,ERP29P1,0,0,2
159,AC006042.6,0,0,2
11029,RP11-803J6.1,0,7,2
12871,TENM4,3,12,2
1877,CBY3,0,0,2
9545,RP11-122D10.1,0,0,2
66,ABHD2,3,1,2
7898,ORC3,2,0,2
7905,OSBPL1A,2,5,2
869,AMMECR1L,0,6,2
13067,TMEM150C,0,5,2
10626,RP11-553N16.6,0,0,2
2283,CHRDL1,1,0,2
4710,GTF2IP5,0,0,2
7513,NETO2,0,0,2
848,ALOX5,5,0,2
342,AC067959.1,2,13,2
7423,NCALD,0,4,2
1525,BRI3,0,1,2
2203,CFAP299,0,1,2
13505,TUT7,0,3,2
6785,MARCHF7,0,2,2
8779,PRSS51,0,0,2
6752,MAP7D2,0,0,2
449,AC104134.2,1,2,2
14124,ZNF160,1,0,2
12683,SYNDIG1L,1,0,2
10084,RP11-331K21.1,2,0,2
7336,MYO7B,2,1,2
11618,SCN2A,1,5,2
12602,STUM,1,2,2
902,ANKRD12,0,0,2
8072,PCDH11Y,1,0,2
14288,ZNF688,0,0,2
9766,RP11-195C7.1,2,4,2
14100,ZMIZ1-AS1,1,6,2
11621,SCN4A,0,0,2
8771,PRSS12,0,2,2
1598,C16orf70,0,0,2
11001,RP11-790G19.3,1,3,2
7411,NBAS,3,10,2
9044,RAPGEF5,2,3,2
7370,NAA50,1,0,2
4503,GNB5,3,0,2
10055,RP11-322M13.1,2,0,2
192,AC007405.8,0,0,2
6069,LINC01550,0,0,2
1482,BMP4,0,0,2
5703,LEPR,1,5,2
190,AC007405.4,2,0,2
7114,MORF4L1,0,4,2
12057,SLC37A1,0,1,2
6793,MARK2P4,0,0,2
3945,FAM186B,0,3,2
3136,DCDC2,0,5,2
217,AC009299.2,2,2,2
10318,RP11-421N8.3,0,0,2
4930,HOXD10,0,0,2
6499,LMNTD1,1,5,2
2694,CT75,0,1,2
6797,MARS2,0,0,2
6337,LINC02458,2,6,2
7815,NXPE4,0,0,2
13427,TSPOAP1-AS1,0,4,2
7814,NXPE3,0,1,2
14330,ZNF827,0,2,2
12455,SRP9,0,0,2
7243,MTMR14,2,0,2
10842,RP11-680B3.2,0,0,2
3579,EFHC1,1,1,2
161,AC006116.21,0,0,2
10356,RP11-434I12.4,0,0,2
1436,BCORL1,0,0,2
11659,SDK2,1,6,2
1593,C14orf93,0,2,2
7823,OAS3,0,0,2
8780,PRSS55,0,0,2
10390,RP11-448G15.3,0,0,2
11332,RP5-841K13.1,0,0,2
14370,ZSWIM2,0,0,2
4886,HMGN5,1,0,2
14293,ZNF702P,2,0,2
12867,TENM1,2,3,2
14369,ZSCAN5A-AS1,0,0,2
4737,GUSBP1,2,1,2
6483,LMAN1,1,0,2
15,AASS,0,0,2
9856,RP11-244H3.4,0,0,2
918,ANKRD31,0,0,2
7328,MYO1H,0,1,2
7716,NRIP3,1,0,2
8411,PLCG1,1,1,2
6314,LINC02397,0,0,2
10074,RP11-326L24.9,0,5,2
12332,SOX21-AS1,1,0,2
4437,GJA3,0,0,2
6117,LINC01756,0,0,2
10138,RP11-351A20.1,1,0,2
13498,TULP3,0,0,2
6116,LINC01754,0,0,2
13511,TXLNG,0,0,2
9045,RAPGEF6,2,1,2
72,ABI1,2,2,2
10932,RP11-739N20.2,0,0,2
9042,RAPGEF2,1,5,2
6142,LINC01833,0,0,2
3421,DPH6,2,1,2
12448,SRGAP3,2,5,2
4689,GSG1L,5,9,2
6124,LINC01790,0,0,2
2609,CRACR2A,1,1,2
14375,ZWILCH,0,1,2
175,AC007091.1,0,5,2
9040,RAP2C-AS1,1,0,2
2550,CORO2B,5,4,2
2558,COX5A,0,0,2
11591,SCARB1,1,5,2
1162,ARL5A,1,0,2
5361,KCNE1,0,0,2
3366,DNAJC27-AS1,2,0,2
5765,LINC00211,0,0,2
5387,KCNK13,2,1,2
11287,RP5-1022P6.7,2,2,2
8244,PGGHG,2,0,2
4035,FBN2,5,0,2
4859,HIVEP3,9,15,2
5289,JAZF1,1,5,2
11122,RP11-95M15.1,0,0,2
11446,RPS6KA3,0,2,2
6972,MGST3,0,0,2
12566,STK32A,1,1,2
7363,NAA15,1,1,2
5346,KBTBD2,1,1,2
4457,GLIS1,1,2,2
6502,LMTK2,1,2,2
10193,RP11-372J12.1,1,1,2
689,AE000660.4,1,0,2
7148,MRC1,0,8,2
5358,KCNC3,1,2,2
1855,CATIP-AS1,0,0,2
4641,GRIK5,2,0,2
4234,FRMPD3,0,0,2
3529,ECE1,6,5,2
2151,CEP112,2,7,2
10770,RP11-637O19.3,0,4,2
4296,GAD1,1,0,2
13130,TMEM35B,0,0,2
4635,GRID2,6,8,2
12894,TEX22,6,6,2
13022,TM6SF1,0,0,2
1177,ARMH4,2,3,2
5349,KCMF1,1,4,2
13064,TMEM14B,0,0,2
12393,SPHK1,0,1,2
7622,NOD1,0,0,2
4792,HDAC2-AS2,6,1,2
4678,GS1-53I10.1,0,0,2
6174,LINC01931,0,0,2
6206,LINC02031,0,0,2
9203,RGS6,6,5,2
13007,TLK2,0,3,2
10960,RP11-761B3.1,0,5,2
11437,RPS23P5,0,0,2
13408,TSNARE1,2,1,2
1938,CCDC33,2,4,2
4260,FXR1,0,0,2
1183,ARPC1BP1,0,0,2
11488,RTF1,1,2,2
13112,TMEM232,0,4,2
9134,RDH10-AS1,1,1,2
9847,RP11-237N2.1,0,1,2
2517,COL8A1,1,0,2
1785,CAMSAP1,1,1,2
4987,HTR3B,0,1,2
8749,PRPF40A,2,1,2
9977,RP11-298I3.4,0,2,2
8892,PTPRT,6,4,2
13211,TNR,2,2,2
2077,CDH4,6,11,2
12386,SPEGNB,0,0,2
13217,TNS1-AS1,0,0,2
12686,SYNGR4,1,0,2
4986,HTR2C,0,0,2
8718,PRKD1,6,10,2
4985,HTR2B,0,1,2
6084,LINC01611,2,0,2
14052,ZEB2,1,5,2
13181,TNFAIP8L3,0,2,2
1241,ASXL1,2,2,2
13341,TRIM5,1,1,2
14076,ZFYVE1,1,4,2
4125,FGGY,7,3,2
10115,RP11-344B5.4,0,6,2
1704,C8orf37-AS1,8,5,2
11534,SAE1,0,6,2
1313,ATP6V1E2,0,1,2
7450,NCOR2,7,15,2
6213,LINC02055,7,3,2
6197,LINC01999,0,0,2
3398,DOCK2,8,13,2
5039,IFT52,0,0,2
1515,BPIFB5P,0,0,2
5874,LINC00894,1,5,2
1217,ASB3,2,1,2
5009,ICA1,0,5,2
9366,RP1-140K8.1,0,0,2
1932,CCDC26,10,5,2
10742,RP11-624C23.1,8,4,2
4521,GNS,1,2,2
4516,GNPAT,1,0,2
10740,RP11-622O11.6,2,3,2
3100,DAB1,11,21,2
4640,GRIK4,8,14,2
9375,RP1-158P9.3,0,2,2
4634,GRID1,11,7,2
2227,CFTR,2,4,2
3836,EXD3,2,6,2
8885,PTPRK-AS1,0,0,2
3375,DNASE1L3,1,2,2
2288,CHRNA1,0,0,2
10762,RP11-62P16.1,0,0,2
14062,ZFHX3,13,13,2
5047,IGF2BP1,0,7,2
7081,MMP15,1,4,2
11199,RP3-425P12.5,0,0,2
9989,RP11-2G22.1,1,0,2
13120,TMEM248,0,0,2
6544,LRMDA,7,11,2
7508,NEMP1,0,0,2
5864,LINC00861,2,5,2
5842,LINC00639,2,5,2
13236,TOPBP1,1,0,2
10247,RP11-392A14.11,0,0,2
5533,KLHDC1,0,0,2
1326,ATP9B,0,15,2
9007,RADX,0,0,2
3342,DNAH6,2,2,2
4688,GSE1,7,24,2
6833,MCF2L2,2,8,2
9761,RP11-190P13.2,7,0,2
8722,PRKG1,8,15,2
13243,TOX2,2,1,2
6668,MACF1,8,13,2
8635,PPP2R3A,2,0,2
10763,RP11-630C16.2,0,0,2
9869,RP11-252P19.1,0,0,2
7710,NRG1,7,2,2
9323,RNF26,0,0,2
1224,ASIC2,7,5,2
8678,PRDM16,7,4,2
12758,TARID,1,3,2
11554,SAMM50,0,2,2
5577,KNTC1,2,0,2
2508,COL4A5,0,1,2
10067,RP11-325K19.7,0,0,2
5659,LARS1,0,3,2
1082,ARFIP1,0,0,2
2285,CHRM2,0,1,2
9186,RGL1,5,1,2
8850,PTGR2,0,0,2
1101,ARHGAP28,0,5,2
3820,ETV2,0,1,2
2309,CHSY1,0,2,2
9982,RP11-29G8.3,0,1,2
3023,CUX2,6,0,2
6162,LINC01908,0,0,2
13323,TRHDE,0,1,2
9286,RNF123,2,5,2
6903,MEIOC,1,0,2
8370,PKN2-AS1,10,7,2
6952,MFSD4B,1,0,2
12707,SYT9,2,2,2
2450,CNPPD1,0,2,2
13305,TRAM2,2,0,2
5679,LCNL1,0,0,2
12147,SLC9A4,0,2,2
5665,LATS1,0,0,2
12148,SLC9A5,0,0,2
6755,MAPK10,2,1,2
3337,DNAH14,5,2,2
6161,LINC01900,0,0,2
13303,TRAK1,1,10,2
12680,SYN2,1,0,2
1059,APOOL,0,0,2
4484,GML,0,0,2
10660,RP11-566D24.2,0,10,2
14231,ZNF532,1,0,2
10304,RP11-417F21.2,1,0,2
8317,PIK3C2A,1,0,2
11206,RP3-455E7.1,1,0,2
7837,OFCC1,2,17,2
1261,ATG4B,1,4,2
7718,NRL,0,0,2
8416,PLCL2,2,0,2
13084,TMEM178B,1,10,2
2431,CNIH4,0,0,2
2397,CLSTN3,1,2,2
3502,DYNC2LI1,1,2,2
1941,CCDC43,0,0,2
13348,TRIM63,0,0,2
11571,SBF2,0,6,2
5262,ITIH5,0,0,2
11420,RPL7L1P4,0,0,2
7280,MVB12A,1,0,2
9195,RGS13,0,5,2
1864,CAVIN2,2,0,2
4099,FER1L5,0,5,2
1860,CATSPERE,2,1,2
13357,TRIM8,0,5,2
8952,RAB1A,0,0,2
216,AC009264.1,1,0,2
8302,PIEZO2,1,14,2
8476,PLXNA4,5,4,2
3189,DDX47,0,0,2
10933,RP11-739P1.2,0,0,2
13291,TRABD2A,0,0,2
9028,RANBP17,0,3,2
8869,PTPN3,0,4,2
3202,DEFB116,0,0,2
7695,NR2F2-AS1,0,4,2
9350,ROCK2,2,4,2
10980,RP11-778O17.4,0,0,2
9832,RP11-229P13.28,0,0,2
12236,SMUG1,0,1,2
7732,NSD3,2,0,2
7032,MIR4713HG,6,1,2
13284,TPTE2P6,0,6,2
6149,LINC01853,0,0,2
4112,FGF12,6,5,2
12218,SMIM20,0,0,2
10714,RP11-5O24.1,0,3,2
142,AC005307.5,1,0,2
5455,KIAA0513,0,5,2
5636,LAMA2,9,4,2
4250,FTCDNL1,0,1,2
6105,LINC01708,1,1,2
2507,COL4A4,1,7,2
5935,LINC01138,1,0,2
11163,RP13-511M20.1,0,0,2
12318,SORCS3,2,5,2
3591,EGFEM1P,6,3,2
7662,NPFFR1,0,6,2
10962,RP11-761N21.1,0,0,2
1409,BBX,0,1,2
13590,UCK2,1,0,2
5550,KLHL29,10,15,2
7222,MTA3,5,5,2
5981,LINC01270,1,0,2
8552,POU2AF1,2,2,2
12206,SMG1P7,0,1,2
7123,MOXD1,0,2,2
13153,TMEM9,2,0,2
5371,KCNH7,9,3,2
5547,KLHL25,0,0,2
8814,PSMD7-DT,2,7,2
9693,RP11-163H6.1,1,0,2
11557,SAP30BP,0,0,2
968,AOX2P,2,4,2
4107,FGD3,0,5,2
7122,MOV10L1,0,1,2
1121,ARHGEF10,0,4,2
2551,CORO7-PAM16,1,3,2
6690,MAGI1,6,13,2
7730,NSD1,6,2,2
10104,RP11-342D14.1,0,1,2
6615,LSAMP,6,3,2
13994,ZBTB38,1,1,2
13939,XXYLT1,1,9,2
5036,IFT172,1,1,2
12542,STAT5B,1,0,2
11222,RP4-537K23.4,1,3,2
62,ABHD17AP6,0,1,2
7646,NOTO,0,0,2
7679,NPTN,0,2,2
310,AC018731.3,1,4,2
9853,RP11-242G5.1,0,0,2
262,AC011998.1,0,0,2
223,AC009495.4,0,0,2
6427,LINC02797,0,1,2
12510,ST8SIA2,0,0,2
9935,RP11-281A20.3,1,0,2
11300,RP5-1063M23.3,0,0,2
2825,CTD-2012I17.1,0,0,2
1818,CARF,0,0,2
13699,USP6NL,2,1,2
10365,RP11-437B10.1,2,2,2
914,ANKRD23,1,0,2
5277,JADE1,0,0,2
713,AFF2,2,10,2
712,AFF1,2,7,2
2941,CTD-2545M3.6,0,0,2
13740,VGLL1,0,0,2
7156,MROH2B,1,1,2
10524,RP11-506N2.1,0,0,2
9579,RP11-128D14.1,0,0,2
9083,RBBP8NL,0,0,2
2501,COL28A1,1,0,2
9256,RLBP1,0,0,2
8931,QPCT,1,0,2
1903,CCDC148-AS1,1,0,2
5979,LINC01257,1,0,2
5824,LINC00540,1,0,2
8572,PPEF2,0,2,2
541,ACOT9,0,6,2
2736,CTB-35F21.1,2,0,2
2510,COL5A1,3,5,2
10450,RP11-475H17.1,3,0,2
3511,DYTN,2,6,2
9595,RP11-136B18.2,0,0,2
8002,PANK4,1,2,2
9173,RFTN1,4,3,2
4016,FANK1,1,0,2
8971,RAB3GAP1,4,5,2
1791,CANX,0,0,2
11285,RP5-1021I20.4,0,2,2
13810,WASHC2C,0,0,2
4661,GRM8,3,6,2
9021,RALGPS1,4,7,2
7965,PACRG,3,7,2
10563,RP11-521D12.2,0,0,2
13318,TRERF1,1,4,2
1457,BICC1,1,0,2
10421,RP11-462P6.1,0,0,2
8383,PLA2G4A,1,0,2
6635,LUCAT1,1,4,2
12094,SLC4A3,2,9,2
3240,DGKI,4,0,2
668,ADGRL4,2,0,2
13949,XXyac-YM21GA2.3,0,0,2
3953,FAM205C,0,0,2
7995,PAM16,0,3,2
4853,HIPK2,3,18,2
4616,GRAMD2B,1,1,2
257,AC011752.1,0,0,2
5330,KATNIP,0,0,2
2297,CHRND,1,0,2
11702,SEMA3D,0,0,2
2794,CTC-508F8.1,0,0,2
6762,MAPK8,3,0,2
12548,STEAP3,1,0,2
872,AMPD3,3,2,2
4844,HIBCH,1,2,2
13845,WDR64,0,3,2
5043,IGBP1,1,0,2
6433,LINC02822,0,3,2
8465,PLS1,1,0,2
8667,PRAP1,0,0,2
12493,ST3GAL3,0,4,2
9678,RP11-15B24.5,4,2,2
11012,RP11-796E2.4,2,0,2
8717,PRKCZ,1,5,2
4463,GLRA1,1,0,2
520,ACBD3,1,0,2
4816,HEG1,0,3,2
3170,DDO,0,0,2
2081,CDHR2,1,0,2
607,ADAMTS15,0,0,2
4208,FOXP1,3,1,2
4015,FANCM,1,0,2
7558,NHSL2,2,3,2
10596,RP11-53G8.3,0,2,2
11521,RXRA,4,0,2
11691,SELENOI,0,0,2
5390,KCNK3,0,0,2
2266,CHKA,1,3,2
8404,PLCB1,3,10,2
8690,PREX2,1,0,2
6895,MEGF11,4,23,2
7862,OPHN1,3,1,2
11,AAMP,0,0,2
11398,RPL23P5,0,0,2
11973,SLC23A2,1,1,2
8571,PPEF1,0,4,2
6500,LMO7,0,1,2
12478,SSPN,1,0,2
9676,RP11-159N11.3,0,0,2
3890,FAM117B,3,3,2
2776,CTC-432M15.3,0,2,2
589,ADAD1,0,0,2
12846,TDRD5,0,4,2
5869,LINC00879,0,0,2
8058,PBX3,2,2,2
11681,SEC61G-DT,0,0,2
533,ACMSD,0,0,2
2209,CFAP54,4,7,2
4189,FOCAD,4,0,2
2378,CLMN,1,2,2
8577,PPFIBP1,0,4,2
3595,EGLN3,2,3,2
3476,DTYMK,0,0,2
8698,PRIM2,3,1,2
12836,TCN2,0,1,2
10572,RP11-525K10.1,0,0,2
10233,RP11-386G11.10,2,0,2
7982,PAK2,0,4,2
8149,PDE4DIPP3,0,0,2
13842,WDR59,0,0,2
1828,CASC15,4,14,2
5856,LINC00837,0,0,2
3562,EEF2K,0,2,2
10040,RP11-316O14.1,0,0,2
8028,PARP16,0,4,2
14084,ZGRF1,2,2,2
2949,CTD-2562J17.2,0,0,2
12419,SPRY4-AS1,4,11,2
2944,CTD-2547L24.3,0,0,2
9615,RP11-13N12.1,1,2,2
6469,LL0XNC01-246D9.1,0,0,2
332,AC053503.4,0,2,2
5794,LINC00410,1,0,2
504,AC226119.5,1,0,2
10535,RP11-510D21.1,0,0,2
8289,PI4KA,1,5,2
4210,FOXP4,2,0,2
4535,GORAB,0,0,2
12142,SLC9A1,2,7,2
7530,NFATC2,4,10,2
4495,GNAO1,1,3,2
4621,GRB14,4,3,2
297,AC016903.1,0,0,2
9603,RP11-139D23.7,0,0,2
10041,RP11-316O14.3,0,0,2
4693,GSTCD,0,1,2
10042,RP11-317G6.1,0,0,2
2840,CTD-2049O4.1,0,0,2
12549,STEAP3-AS1,0,2,2
13745,VIPAS39,0,0,2
11840,SH3GLB2,0,0,2
10224,RP11-384F7.2,3,3,2
4259,FUT8,3,0,2
13685,USP4,2,0,2
11943,SLC16A10,1,1,2
1043,APLF,3,4,2
3885,FAM107B,1,1,2
9616,RP11-13N12.2,0,2,2
11743,SERP1,0,1,2
6721,MAP2K4,1,0,2
9630,RP11-145E17.3,0,0,2
13835,WDR4,0,7,2
11850,SH3YL1,0,2,2
2200,CFAP221,3,0,2
4823,HERC1,1,7,2
2617,CREB1,2,2,2
9681,RP11-15N24.6,0,0,2
4152,FLG-AS1,0,6,2
2131,CELF2,1,3,2
9680,RP11-15L13.5,3,7,2
9610,RP11-13J12.3,0,2,2
634,ADCY2,1,2,2
8737,PROKR2,1,0,2
279,AC012613.2,0,0,2
7899,ORC4,1,0,2
7980,PAK1,2,2,2
12729,TAF4B,0,0,2
10521,RP11-505P4.7,0,2,2
6153,LINC01877,4,2,2
2115,CDX1,0,0,2
5315,KANSL1,4,3,2
12550,STIL,0,0,2
13226,TOGARAM2,1,2,2
7068,MLPH,2,2,2
3847,EXOSC7,1,0,2
2418,CMTM7,4,1,2
3860,EZH2,1,0,2
1850,CAST,1,6,2
3536,ECI2-DT,0,0,2
1095,ARHGAP22,4,2,2
14061,ZFHX2-AS1,0,0,2
7954,P3H2,0,0,2
11990,SLC25A26,2,5,2
4584,GPR176,1,4,2
11704,SEMA3F,0,1,2
3096,CYTOR,2,0,2
4753,H3-3A-DT,0,0,2
13759,VPS28,0,1,2
13384,TRPM3,3,6,2
7966,PACRG-AS3,0,0,2
4413,GGH,0,0,2
8065,PCBD2,0,0,2
6357,LINC02539,0,0,2
11023,RP11-7O11.7,4,9,2
7414,NBEAL2,1,0,2
8508,POGLUT2,0,0,2
1379,BACH1,1,9,2
14056,ZFAND3,4,7,2
11077,RP11-867O8.9,0,3,2
8030,PARP4,0,0,2
9101,RBM33,0,0,2
11782,SFMBT2,1,5,2
2099,CDK6,1,0,2
1833,CASC3,0,0,2
11600,SCFD2,4,3,2
3609,EIF2AK3,2,2,2
12809,TBX20,0,0,2
5741,LIMD1,1,4,2
4694,GSTCD-AS1,0,1,2
4814,HECW1,3,2,2
5359,KCND2,4,4,2
477,AC114765.2,0,0,2
13610,UHRF1BP1,4,3,2
615,ADAMTS7,2,0,2
601,ADAM32,2,0,2
4623,GREB1,1,0,2
10293,RP11-410D17.2,3,8,2
4222,FRG1HP,2,2,2
3833,EWSR1,1,1,2
6442,LINC02862,0,0,2
9129,RCN1,0,0,2
10468,RP11-481J13.1,2,1,2
1826,CARS2,0,2,2
596,ADAM18,1,0,2
401,AC092162.1,0,2,2
2071,CDH18,3,1,2
5146,INPP1,0,1,2
6542,LRIG2,0,0,2
13806,WASF1,1,2,2
6358,LINC02542,3,0,2
5727,LHX4,1,6,2
10958,RP11-759A24.3,2,6,2
246,AC010976.2,0,9,2
4591,GPR39,1,9,2
874,AMZ1,1,1,2
6960,MGAT4A,3,3,2
758,AHSA2P,0,0,2
