,gene_name,count_t3d,count_t7d,count_control
7612,NMNAT1,0,4,0
6974,MIAT,0,2,0
7627,NOL4,0,2,0
7629,NOL4L-DT,0,2,0
7619,NOBOX,0,1,0
7621,NOCT,0,1,0
6910,MEN1,0,1,0
6900,MEIG1,0,6,0
6953,MFSD5,0,2,0
7608,NME5,0,1,0
7571,NIPAL1,0,2,0
7572,NIPAL2,0,2,0
6999,MINDY2,0,1,0
7049,MKL1,0,1,0
7051,MKLN1-AS,0,2,0
7052,MKNK1,0,1,0
7041,MIR762HG,0,1,0
7042,MIR9-1HG,0,2,0
7597,NLRP10,0,1,0
7585,NKPD1,0,1,0
7587,NKX6-3,0,2,0
7603,NLRP9,0,1,0
6993,MIF4GD-DT,0,2,0
6996,MILR1,0,1,0
7065,MLLT11,0,2,0
7066,MLLT3,0,4,0
7067,MLLT6,0,6,0
7551,NGFR,0,1,0
7540,NFKBIA,0,3,0
7542,NFKBIE,0,5,0
7543,NFKBIL1,0,6,0
7615,NMRAL2P,0,1,0
7602,NLRP6,0,1,0
7006,MIR1-1HG-AS1,0,4,0
7645,NOTCH4,0,1,0
7647,NOVA1-AS1,0,2,0
7633,NOMO1,0,3,0
7634,NONO,0,1,0
7635,NOP53,0,2,0
7688,NR2C1,0,2,0
7689,NR2C2,0,1,0
6945,MFSD10,0,2,0
6946,MFSD11,0,2,0
6947,MFSD12,0,1,0
6955,MFSD8,0,6,0
6951,MFSD2B,0,2,0
6939,MFGE8,0,1,0
6907,MEIS2,0,4,0
6908,MELTF,0,3,0
6845,MCMDC2,0,2,0
6837,MCM3,0,7,0
6892,MEG3,0,1,0
6881,MED26,0,4,0
6920,METAP1,0,1,0
6925,METTL14,0,1,0
6914,MEP1B,0,3,0
6948,MFSD13B,0,5,0
6984,MICB-DT,0,4,0
6991,MIER1,0,6,0
6980,MICALCL,0,1,0
6983,MICB,0,7,0
6968,MGMT,0,3,0
7641,NOSIP,0,1,0
6941,MFI2,0,1,0
6942,MFN2,0,3,0
6943,MFRP,0,2,0
6931,METTL2B,0,3,0
7658,NPC1L1,0,2,0
7678,NPSR1-AS1,0,1,0
7652,NPAP1P6,0,1,0
7640,NOS2,0,1,0
7664,NPHP3-ACAD11,0,1,0
7667,NPHS1,0,1,0
7668,NPIPB11,0,1,0
7669,NPIPB4,0,2,0
7720,NRN1L,0,5,0
7723,NRTN,0,3,0
7692,NR2E3,0,1,0
7681,NPVF,0,1,0
7684,NR1D2,0,1,0
7660,NPEPL1,0,2,0
12709,SYTL3,1,4,0
12710,SZRD1,1,11,0
9315,RNF215,1,2,0
9324,RNF32,1,0,0
9277,RNASEH1-AS1,1,0,0
9278,RNASEH2B,1,0,0
5114,IL4R,1,1,0
5120,ILDR2,1,0,0
1886,CCDC120,1,0,0
12677,SYCP2L,1,4,0
785,AKAP10,1,4,0
12664,SVIL-AS1,1,0,0
12672,SYAP1,1,0,0
12644,SUN1,1,0,0
1900,CCDC144NL-AS1,1,1,0
1840,CASKIN2,1,0,0
1843,CASP6,1,0,0
1931,CCDC24,1,0,0
12744,TALDO1,1,2,0
12745,TAMM41,1,0,0
12748,TANGO2,1,0,0
12702,SYT17,1,0,0
12678,SYMPK,1,2,0
12627,SUFU,1,3,0
1958,CCDC88B,1,2,0
1947,CCDC62,1,6,0
1952,CCDC71,1,0,0
5100,IL22RA2,1,0,0
5053,IGFBP4,1,2,0
5042,IFTAP,1,1,0
9319,RNF217-AS1,1,3,0
9305,RNF170,1,0,0
9325,RNF34,1,0,0
5076,IKZF3,1,1,0
5080,IL13RA1,1,0,0
5101,IL23A,1,0,0
5102,IL24,1,0,0
5088,IL17RD,1,0,0
5089,IL17RE,1,0,0
5046,IGF1R,1,8,0
5098,IL20,1,0,0
5121,ILF2,1,0,0
5129,IMPDH1P5,1,0,0
5132,INAVA,1,2,0
5086,IL17RB,1,1,0
9299,RNF157,1,9,0
1832,CASC23,1,0,0
9250,RIOK3,1,1,0
9258,RMC1,1,0,0
9259,RMDN2,1,0,0
9201,RGS3,1,1,0
9202,RGS5,1,4,0
5178,IPP,1,0,0
1868,CBFB,1,0,0
1821,CARM1P1,1,2,0
1822,CARMAL,1,0,0
12690,SYNPO,1,4,0
1811,CAPZB,1,6,0
9240,RIMKLB,1,0,0
9262,RMND1,1,0,0
1852,CASTOR3,1,7,0
1869,CBL,1,3,0
1871,CBR3-AS1,1,0,0
1857,CATSPER4,1,0,0
1859,CATSPERD,1,0,0
1815,CARD18,1,6,0
5219,ISG15,1,0,0
5173,IPMK,1,0,0
1808,CAPS2,1,0,0
9234,RICTOR,1,1,0
5155,INSC,1,0,0
5111,IL36G,1,0,0
5164,INTS6,1,1,0
5119,IL9RP4,1,0,0
5104,IL27RA,1,0,0
1892,CCDC138,1,1,0
1845,CASP8,1,3,0
1896,CCDC142,1,0,0
1899,CCDC144CP,1,0,0
9274,RN7SL76P,1,0,0
1837,CASC9,1,2,0
9233,RIC8B,1,4,0
12697,SYPL1,1,0,0
12706,SYT8,1,0,0
12669,SWAP70,1,7,0
1882,CCDC102A,1,0,0
1890,CCDC130,1,0,0
1891,CCDC136,1,4,0
5187,IQCH,1,6,0
5188,IQCH-AS1,1,5,0
5193,IQCN,1,0,0
5136,ING5,1,3,0
9232,RIC8A,1,0,0
12604,STX17-AS1,1,4,0
12608,STX1B,1,0,0
12611,STX6,1,1,0
12618,STXBP5L,1,2,0
4993,HTRA4,1,0,0
4995,HULC,1,0,0
4948,HS3ST1,1,0,0
9414,RP1-37E16.12,1,1,0
9400,RP1-263O21.1,1,0,0
9403,RP1-274L7.4,1,0,0
12637,SULT1C2P1,1,0,0
9443,RP11-1021N1.1,1,1,0
9397,RP1-240K6.3,1,0,0
9452,RP11-103P4.1,1,0,0
9407,RP1-294H2.1,1,1,0
9394,RP1-232L24.3,1,0,0
4988,HTR4,1,2,0
5005,IARS2,1,0,0
12593,STRBP,1,3,0
12594,STRIP1,1,2,0
1978,CCNA2,1,0,0
1997,CCR7,1,0,0
9436,RP11-100J5.1,1,0,0
9478,RP11-108H9.1,1,0,0
9479,RP11-108K14.8,1,1,0
9514,RP11-114N19.3,1,0,0
9515,RP11-1152H15.1,1,3,0
9459,RP11-1057B8.2,1,0,0
4967,HSF2BP,1,2,0
4954,HS6ST2,1,2,0
4973,HSPA12B,1,4,0
4918,HOOK3,1,3,0
2062,CDCA5,1,1,0
9408,RP1-29C18.11,1,0,0
2049,CDC25A,1,4,0
2005,CD109,1,0,0
2014,CD207,1,0,0
2015,CD226,1,3,0
12560,STK17B,1,3,0
2023,CD36,1,0,0
2008,CD177P1,1,0,0
2012,CD200R1,1,0,0
2030,CD5L,1,1,0
2016,CD244,1,0,0
1974,CCN3,1,0,0
2048,CDC23,1,0,0
9339,RNMT,1,1,0
9340,RNPEP,1,1,0
9357,RP1,1,0,0
9358,RP1-111D6.3,1,0,0
9359,RP1-120G22.12,1,0,0
9346,RNVU1-8,1,0,0
9388,RP1-223B1.1,1,0,0
9343,RNU6-694P,1,0,0
9331,RNF5,1,0,0
5071,IKBIP,1,0,0
1999,CCS,1,0,0
5021,IDO2,1,0,0
1995,CCR3,1,1,0
1939,CCDC38,1,0,0
12600,STT3B,1,0,0
9384,RP1-199L16.2,1,0,0
1953,CCDC73,1,3,0
1961,CCDC92,1,7,0
1962,CCDC92B,1,0,0
1919,CCDC181,1,0,0
1905,CCDC15,1,0,0
12655,SUSD5,1,1,0
5067,IGSF9,1,0,0
4977,HSPBP1,1,0,0
9382,RP1-179P9.3,1,0,0
9368,RP1-148E22.2,1,0,0
9378,RP1-167A14.3,1,2,0
9334,RNF8,1,0,0
12607,STX1A,1,5,0
5030,IFNG-AS1,1,5,0
5019,IDH2-DT,1,2,0
5037,IFT43,1,1,0
4981,HSPH1,1,0,0
4983,HTR1E,1,0,0
5012,ICI-14BB7.1,1,0,0
2025,CD44,1,3,0
2028,CD58,1,1,0
1968,CCL17,1,0,0
9367,RP1-140K8.5,1,0,0
9373,RP1-154K9.3,1,0,0
9301,RNF165,1,1,0
9303,RNF169,1,2,0
9352,ROPN1L,1,0,0
9310,RNF19A,1,0,0
9311,RNF20,1,3,0
5011,ICAM3,1,0,0
5032,IFNL3,1,0,0
1694,C6orf89,1,7,0
12822,TCERG1,1,5,0
12873,TENT4B,1,1,0
12874,TENT5A,1,0,0
12816,TCAF1,1,0,0
12817,TCEA1,1,0,0
1677,C5AR1,1,2,0
1666,C2orf92,1,0,0
1673,C4orf47,1,0,0
1676,C5,1,7,0
1716,CA10,1,1,0
12870,TENM3-AS1,1,1,0
12856,TEC,1,1,0
12877,TEP1,1,0,0
12904,TFAP2A,1,0,0
12905,TFAP2C,1,0,0
12850,TDRKH,1,0,0
1669,C3orf20,1,3,0
1671,C4orf19,1,2,0
1658,C2orf72,1,0,0
1660,C2orf78,1,0,0
5377,KCNJ1,1,0,0
1616,C1QTNF6,1,1,0
9165,REXO1,1,6,0
9152,REPS2,1,1,0
9111,RBMS2,1,6,0
9108,RBM4B,1,5,0
5304,JPT1,1,2,0
5337,KB-1448A5.1,1,0,0
5338,KB-1615E4.2,1,0,0
5339,KB-1670H7.1,1,0,0
5348,KC6,1,3,0
5303,JPH3,1,1,0
12845,TDRD3,1,0,0
9127,RCC1L,1,0,0
9116,RBP3,1,0,0
9122,RC3H2,1,0,0
9078,RB1CC1,1,0,0
9073,RASSF8,1,0,0
9076,RAX,1,0,0
1655,C2orf42,1,2,0
1707,C8orf76,1,2,0
12838,TCP10L2,1,0,0
12825,TCF15,1,0,0
12827,TCF23,1,1,0
9126,RCC1,1,0,0
5412,KCP,1,0,0
5365,KCNG4,1,0,0
5420,KCTD20,1,1,0
12878,TEPSIN,1,3,0
12879,TERB1,1,0,0
9046,RAPGEFL1,1,0,0
9098,RBM25,1,0,0
5402,KCNQ1-AS1,1,7,0
5404,KCNQ3,1,6,0
5448,KIAA0100,1,11,0
5385,KCNK1,1,0,0
1533,BRSK2,1,0,0
1534,BRWD1,1,0,0
1535,BRWD3,1,0,0
1606,C17orf67,1,1,0
1607,C18orf25,1,0,0
1592,C14orf39,1,3,0
9011,RAF1,1,2,0
9012,RAG1,1,0,0
5446,KHNYN,1,3,0
5436,KDM5C,1,0,0
5440,KEAP1,1,3,0
1578,C11orf80,1,0,0
5332,KB-1042C11.5,1,0,0
9093,RBM15-AS1,1,5,0
9080,RBBP4,1,2,0
9102,RBM34,1,3,0
9090,RBM10,1,1,0
12854,TEAD3,1,4,0
5355,KCNAB3,1,1,0
5296,JMJD7,1,1,0
5299,JMY,1,0,0
5368,KCNH3,1,0,0
5369,KCNH4,1,0,0
5411,KCNV2,1,0,0
1645,C21orf91,1,0,0
1634,C1orf194,1,0,0
1590,C14orf177,1,1,0
1640,C20orf194,1,6,0
5363,KCNF1,1,0,0
9062,RASGRF1,1,10,0
12895,TEX264,1,0,0
12880,TERF1,1,0,0
12884,TESC,1,0,0
1638,C1orf87,1,0,0
5423,KDELR1,1,0,0
1639,C2,1,0,0
5261,ITIH4,1,2,0
5263,ITK,1,3,0
5249,ITGB1-DT,1,2,0
5250,ITGB1BP1,1,0,0
5213,IRF6,1,0,0
1800,CAPN15,1,9,0
5224,ISM2,1,0,0
5225,ISOC2,1,0,0
5183,IQCB1,1,0,0
5170,IP6K1,1,0,0
9148,RELL2,1,0,0
12723,TAF12,1,0,0
1798,CAPN12,1,3,0
1787,CAMSAP3,1,0,0
1805,CAPN7,1,0,0
1807,CAPRIN1,1,0,0
1792,CAP1,1,0,0
1795,CAPN10,1,6,0
12768,TAZ,1,0,0
12770,TBC1D10B,1,0,0
12772,TBC1D13,1,1,0
12776,TBC1D2,1,2,0
5171,IP6K2,1,2,0
12775,TBC1D19,1,0,0
12761,TAS1R1,1,0,0
12764,TASP1,1,4,0
12782,TBC1D27P,1,2,0
9226,RHOT1,1,2,0
9228,RHOV,1,1,0
9181,RFX5,1,0,0
5210,IRF2BP2,1,0,0
5212,IRF5,1,0,0
5217,IRX4,1,0,0
5139,INHCAP,1,0,0
5255,ITGB5,1,1,0
9209,RHBDD3,1,0,0
9229,RHPN2,1,3,0
9216,RHCG,1,1,0
9219,RHOBTB1,1,2,0
1836,CASC8,1,0,0
12742,TAGLN2,1,0,0
12743,TAGLN3,1,0,0
12731,TAF5L,1,0,0
12732,TAF6,1,2,0
12739,TAFA5,1,8,0
5254,ITGB4,1,4,0
9223,RHOF,1,0,0
12811,TBX22,1,0,0
1755,CACNG5,1,0,0
1774,CALU,1,0,0
1760,CAD,1,0,0
1735,CACNA1A,1,14,0
1720,CA2,1,0,0
1721,CA5A,1,1,0
1742,CACNA1I,1,6,0
1728,CABIN1,1,6,0
1732,CABP5,1,0,0
12733,TAF6L,1,0,0
12834,TCHP,1,5,0
12798,TBCEL,1,0,0
12785,TBC1D31,1,1,0
12786,TBC1D32,1,4,0
12788,TBC1D4,1,4,0
5326,KATNA1,1,2,0
5327,KATNAL1,1,1,0
5320,KAT14,1,0,0
5322,KAT5,1,0,0
5279,JAG2,1,12,0
5264,ITM2C,1,1,0
1685,C5orf67,1,1,0
12720,TADA3,1,0,0
5291,JCAD,1,2,0
5236,ITGA3,1,3,0
9157,RESP18,1,0,0
9158,REST,1,0,0
9159,RET,1,1,0
9145,RELA,1,0,0
9146,RELB,1,7,0
9196,RGS14,1,0,0
9150,REM1,1,0,0
5286,JAM3,1,2,0
12808,TBX19,1,3,0
5295,JMJD6,1,0,0
5281,JAK2,1,1,0
1761,CADM1,1,2,0
1762,CADM2,1,0,0
1768,CALCOCO2,1,2,0
1727,CAB39L,1,0,0
9197,RGS17,1,0,0
9185,RGCC,1,2,0
9188,RGMA,1,0,0
12802,TBL1Y,1,0,0
12803,TBL2,1,0,0
5287,JAML,1,0,0
9871,RP11-254F19.5,1,1,0
9868,RP11-252M24.1,1,0,0
9808,RP11-214K3.25,1,6,0
9809,RP11-214L19.2,1,0,0
4645,GRIN2D,1,2,0
2257,CHEK1,1,0,0
12357,SPANXA2-OT1,1,0,0
12358,SPART,1,0,0
12344,SP7,1,2,0
12345,SP9,1,1,0
9477,RP11-1085N6.3,1,4,0
9784,RP11-205M3.5,1,1,0
9793,RP11-20E24.1,1,1,0
9795,RP11-20I23.1,1,1,0
9751,RP11-187K14.1,1,0,0
9802,RP11-212P7.2,1,0,0
9757,RP11-18I13.1,1,0,0
9758,RP11-190A12.11,1,0,0
4666,GRWD1,1,3,0
4668,GRXCR2,1,1,0
4680,GS1-590J6.3,1,0,0
4682,GSAP,1,1,0
12367,SPATA31A3,1,0,0
9891,RP11-261A24.1,1,2,0
9845,RP11-235G24.3,1,0,0
9842,RP11-234B24.6,1,8,0
4613,GRAMD1A,1,1,0
2348,CLCNKA,1,0,0
12325,SOSTDC1,1,0,0
12313,SORBS1,1,3,0
12333,SOX30,1,0,0
12320,SORD2P,1,0,0
12427,SPTBN1,1,8,0
9851,RP11-23N2.4,1,0,0
12368,SPATA33,1,1,0
12370,SPATA6,1,0,0
2264,CHID1,1,0,0
2267,CHL1,1,0,0
4636,GRID2IP,1,0,0
4597,GPR83,1,0,0
4607,GPS1,1,0,0
9830,RP11-226E21.4,1,0,0
9817,RP11-216L13.21,1,0,0
9818,RP11-217E13.1,1,0,0
12353,SPAG6,1,2,0
12382,SPECC1L,1,2,0
2234,CH17-270A2.2,1,0,0
2253,CHD6,1,1,0
2255,CHD8,1,0,0
2241,CHAF1A,1,1,0
2197,CFAP206,1,0,0
9767,RP11-195F19.31,1,3,0
9755,RP11-18H21.2,1,1,0
9773,RP11-19P22.7,1,0,0
9719,RP11-173L6.1,1,0,0
9768,RP11-195F19.9,1,0,0
4684,GSDMA,1,3,0
9745,RP11-182J1.14,1,0,0
9746,RP11-182J1.18,1,0,0
9747,RP11-184D12.1,1,1,0
9748,RP11-185E8.1,1,0,0
4719,GTPBP1,1,1,0
4714,GTF2IRD2P1,1,0,0
4715,GTF3C1,1,1,0
4657,GRM3,1,2,0
12462,SRSF4,1,1,0
12463,SRSF5,1,0,0
12450,SRMS,1,1,0
2218,CFAP92,1,0,0
4637,GRIFIN,1,0,0
4626,GRHL1,1,1,0
2239,CH507-9B2.8,1,0,0
2228,CGAS,1,1,0
12391,SPG21,1,2,0
9776,RP11-202G18.1,1,0,0
9778,RP11-203E14.1,1,0,0
4679,GS1-542M4.5,1,0,0
2273,CHMP3,1,0,0
2229,CGN,1,0,0
2280,CHP1,1,0,0
2232,CH17-140K24.2,1,0,0
2237,CH17-67K23.2,1,0,0
2238,CH17-84K15.2,1,0,0
2205,CFAP44,1,6,0
2206,CFAP45,1,2,0
2192,CES4A,1,1,0
2194,CETP,1,0,0
2195,CFAP100,1,0,0
12429,SPTBN4,1,1,0
12416,SPPL3,1,11,0
12417,SPRED1,1,1,0
2160,CEP170B,1,0,0
2284,CHRM1,1,0,0
12211,SMIM10L2B-AS1,1,0,0
2428,CNGB1,1,2,0
2435,CNN1,1,4,0
2390,CLPTM1L,1,3,0
2444,CNOT11,1,0,0
12286,SNX13,1,1,0
12274,SNRNP70,1,6,0
2374,CLK1,1,0,0
2362,CLEC20A,1,4,0
2364,CLEC4C,1,0,0
9884,RP11-25E2.1,1,0,0
2325,CISD3,1,0,0
2376,CLK3,1,1,0
4498,GNAS-AS1,1,1,0
4499,GNAT1,1,0,0
9959,RP11-292E2.1,1,0,0
12324,SOS2,1,6,0
12279,SNTA1,1,0,0
12330,SOX13,1,0,0
12285,SNX10,1,1,0
9949,RP11-286N22.8,1,0,0
4536,GOSR2,1,3,0
2369,CLIC5,1,3,0
2478,COG5,1,4,0
2479,COG6,1,3,0
2466,CNTNAP3B,1,2,0
10061,RP11-324C10.1,1,1,0
9986,RP11-2C7.1,1,0,0
9988,RP11-2G1.3,1,0,0
9992,RP11-2L4.1,1,0,0
12284,SNX1,1,2,0
12301,SOAT1,1,0,0
12253,SNCAIP,1,0,0
12221,SMIM41,1,2,0
4464,GLRA2,1,0,0
4465,GLRA3,1,0,0
9980,RP11-298O21.3,1,0,0
12229,SMPD3,1,2,0
10029,RP11-314L11.1,1,4,0
10018,RP11-30L8.1,1,0,0
9974,RP11-298A8.2,1,0,0
9971,RP11-297I23.1,1,0,0
4518,GNPNAT1,1,0,0
4525,GOLGA6L3,1,3,0
4515,GNL3L,1,0,0
4470,GLT1D1,1,0,0
4578,GPR155,1,2,0
4587,GPR20,1,0,0
2333,CKMT1B,1,0,0
2334,CKMT2-AS1,1,0,0
2320,CIITA,1,4,0
2321,CIPC,1,0,0
12293,SNX3,1,2,0
9954,RP11-288L9.4,1,0,0
9909,RP11-269F21.3,1,1,0
4562,GPM6B,1,3,0
4537,GOT2,1,0,0
12397,SPIN1,1,3,0
2299,CHRNG,1,1,0
2318,CIC,1,6,0
4602,GPRC5C,1,0,0
4608,GPSM1,1,2,0
4612,GPX7,1,0,0
4620,GRB10,1,3,0
4574,GPR143,1,0,0
9881,RP11-258F1.1,1,0,0
9882,RP11-258O13.1,1,0,0
9883,RP11-259O2.1,1,0,0
9848,RP11-238K6.1,1,0,0
4547,GPATCH8,1,3,0
4502,GNB4,1,1,0
4511,GNG7,1,12,0
2405,CLVS2,1,0,0
2393,CLRN2,1,0,0
2415,CMSS1,1,0,0
2404,CLVS1,1,4,0
2409,CMBL,1,0,0
9995,RP11-302B13.5,1,4,0
12319,SORD,1,3,0
12304,SOCS3-DT,1,4,0
4590,GPR37L1,1,0,0
2329,CITF22-92A6.2,1,0,0
2294,CHRNA9,1,0,0
2347,CLCN6,1,0,0
9879,RP11-257K9.8,1,0,0
9929,RP11-27G14.5,1,0,0
9885,RP11-25H12.1,1,0,0
9875,RP11-255O19.2,1,0,0
9876,RP11-256B12.1,1,0,0
12311,SOHLH2,1,0,0
9905,RP11-268G13.1,1,0,0
4572,GPR137C,1,2,0
2328,CITF22-49D8.1,1,0,0
9613,RP11-13K12.5,1,0,0
12471,SSBP4,1,0,0
12522,STAM,1,2,0
12523,STAM2,1,3,0
12477,SSMEM1,1,0,0
12479,SSPOP,1,0,0
12466,SS18,1,0,0
2095,CDK2AP2,1,0,0
2082,CDHR3,1,1,0
2083,CDHR5,1,0,0
12406,SPNS3,1,0,0
9536,RP11-120I21.2,1,1,0
9539,RP11-120L14.1,1,0,0
9493,RP11-111G20.4,1,0,0
12557,STK11,1,7,0
4902,HNRNPF,1,4,0
4889,HMSD,1,0,0
4890,HNF1A,1,3,0
4909,HNRNPM,1,6,0
4848,HIF1AN,1,1,0
4849,HIKESHI,1,0,0
4850,HINFP,1,0,0
9551,RP11-122M14.3,1,0,0
2101,CDK7,1,1,0
2156,CEP162,1,1,0
2109,CDR2L,1,3,0
2097,CDK5RAP1,1,0,0
12485,SSX5,1,0,0
12486,SSX8P,1,0,0
4821,HEPH,1,0,0
4817,HELLPAR,1,4,0
9560,RP11-1246C19.1,1,0,0
9581,RP11-12J10.3,1,4,0
9592,RP11-135A24.5,1,4,0
9609,RP11-13J10.1,1,0,0
9567,RP11-125O5.2,1,0,0
9552,RP11-123H22.2,1,0,0
9554,RP11-123K3.4,1,0,0
9556,RP11-123M21.1,1,0,0
12468,SSBP2,1,7,0
2108,CDR2,1,9,0
2125,CECR2,1,10,0
2127,CELA2B,1,7,0
2070,CDH15,1,1,0
9605,RP11-139I14.2,1,0,0
9559,RP11-123O22.1,1,0,0
4885,HMGN2P46,1,1,0
4938,HPS1,1,0,0
4881,HMGB3P27,1,0,0
2045,CDC14A,1,3,0
2046,CDC14B,1,0,0
2047,CDC20B,1,0,0
12517,STAG1,1,6,0
9546,RP11-122D19.2,1,0,0
9488,RP11-1109F11.6,1,5,0
9490,RP11-110L15.1,1,1,0
9569,RP11-126O22.9,1,0,0
9466,RP11-1072A3.3,1,0,0
9474,RP11-1081M5.1,1,0,0
9475,RP11-1082A3.1,1,1,0
9430,RP1-80L13.1,1,0,0
9484,RP11-10H3.1,1,4,0
9432,RP1-90K10.4,1,0,0
4968,HSF5,1,1,0
4970,HSP90AA1,1,0,0
4971,HSP90B1,1,2,0
4926,HOXB7,1,6,0
4915,HOMER3,1,0,0
9465,RP11-1070N10.6,1,0,0
9571,RP11-1277N13.1,1,0,0
9572,RP11-127I20.7,1,3,0
9580,RP11-129O7.3,1,0,0
9533,RP11-11M20.4,1,0,0
9535,RP11-120D5.1,1,1,0
9521,RP11-115L11.3,1,0,0
4901,HNRNPD,1,0,0
12590,STRA6LP,1,0,0
12591,STRADA,1,1,0
12576,STKLD1,1,0,0
12577,STMN2,1,0,0
4943,HRH1,1,0,0
12584,STON2,1,6,0
12585,STOX1,1,9,0
4884,HMGCR,1,0,0
9506,RP11-114D6.2,1,8,0
9462,RP11-1060G2.1,1,1,0
9512,RP11-114L10.2,1,0,0
12581,STOML3,1,0,0
12569,STK33,1,1,0
12572,STK38,1,0,0
4935,HPD,1,4,0
4924,HOXB3,1,6,0
12579,STMND1,1,0,0
4779,HBS1L,1,1,0
4780,HBZ,1,0,0
4733,GUCY2GP,1,4,0
4722,GTPBP4,1,0,0
9671,RP11-158O16.2,1,0,0
12439,SRCAP,1,0,0
12492,ST3GAL2,1,3,0
9650,RP11-153M7.3,1,1,0
9652,RP11-154D17.1,1,0,0
4774,HAUS8,1,1,0
2157,CEP164,1,1,0
4783,HCLS1,1,0,0
4777,HBG2,1,5,0
9691,RP11-162P23.2,1,0,0
9692,RP11-163F15.1,1,0,0
9711,RP11-169L18.2,1,0,0
9697,RP11-165C17.1,1,0,0
9704,RP11-167N5.6,1,0,0
9661,RP11-156P1.3,1,4,0
2214,CFAP69,1,0,0
2215,CFAP73,1,0,0
2222,CFAP99,1,1,0
4762,HAGLR,1,0,0
12415,SPPL2A,1,0,0
12403,SPIRE1,1,5,0
4739,GUSBP2,1,3,0
4748,GZMAP1,1,0,0
4691,GSKIP,1,0,0
9702,RP11-167H9.4,1,4,0
9703,RP11-167N24.3,1,0,0
12441,SRD5A1,1,2,0
12443,SREK1IP1,1,0,0
12444,SRFBP1,1,0,0
9694,RP11-163I18.2,1,0,0
9737,RP11-17A1.3,1,0,0
4741,GVINP1,1,0,0
4743,GVQW3,1,0,0
4731,GUCY2D,1,0,0
4732,GUCY2F,1,1,0
4738,GUSBP11,1,1,0
12418,SPRED2,1,0,0
12373,SPATA8-AS1,1,0,0
12374,SPATC1,1,0,0
9723,RP11-174G6.1,1,3,0
9730,RP11-176N18.2,1,1,0
9736,RP11-179A20.1,1,2,0
9695,RP11-163O19.1,1,0,0
2191,CES3,1,2,0
2176,CEP89,1,0,0
2133,CELF3,1,0,0
4842,HHIPL2,1,0,0
4798,HDDC2,1,0,0
4799,HDGF,1,0,0
4786,HCN4,1,4,0
4787,HCP5,1,0,0
12506,ST7,1,0,0
12515,STAB2,1,4,0
2223,CFDP1,1,7,0
4828,HERPUD1,1,0,0
4846,HIF1A-AS1,1,0,0
4832,HESX1,1,0,0
4834,HEXIM2,1,0,0
4835,HFM1,1,0,0
4790,HDAC11,1,5,0
4791,HDAC2,1,0,0
9634,RP11-146I2.1,1,2,0
9589,RP11-134C1.2,1,3,0
9590,RP11-134O15.3,1,2,0
9643,RP11-150C16.1,1,2,0
9599,RP11-138A23.1,1,0,0
2211,CFAP58,1,0,0
2217,CFAP77,1,7,0
4811,HECTD1,1,2,0
4812,HECTD2,1,7,0
4752,H2AZ1-DT,1,0,0
4754,HAAO,1,2,0
4756,HACD3,1,3,0
2120,CEACAM20,1,0,0
2124,CEBPZOS,1,0,0
2138,CELSR3,1,1,0
9665,RP11-157L14.6,1,0,0
2183,CERS1,1,5,0
4806,HEATR4,1,2,0
4795,HDAC7,1,3,0
4802,HDHD2,1,0,0
4808,HEATR5B,1,4,0
4809,HEATR6,1,1,0
2141,CENPC,1,0,0
2129,CELA3B,1,0,0
2130,CELF1,1,1,0
2132,CELF2-DT,1,0,0
9679,RP11-15E18.1,1,1,0
12436,SRARP,1,0,0
9631,RP11-145E5.5,1,2,0
6088,LINC01619,1,0,0
980,AP000350.10,1,4,0
13403,TSHR,1,0,0
13418,TSPAN33,1,0,0
13419,TSPAN4,1,0,0
13375,TRNAU1AP,1,0,0
6085,LINC01612,1,0,0
6087,LINC01618,1,0,0
6072,LINC01569,1,0,0
6073,LINC01571,1,0,0
5441,KHDC1,1,0,0
6094,LINC01679,1,0,0
6095,LINC01681,1,0,0
6082,LINC01607,1,0,0
1096,ARHGAP23,1,12,0
1097,ARHGAP24,1,4,0
8473,PLXDC2,1,0,0
8484,PMF1-BGLAP,1,3,0
8446,PLEKHM1,1,0,0
13342,TRIM51GP,1,0,0
13329,TRIM23,1,0,0
1080,ARFGEF2,1,6,0
6076,LINC01581,1,1,0
6050,LINC01491,1,2,0
6006,LINC01351,1,0,0
6007,LINC01353,1,0,0
6013,LINC01362,1,2,0
13335,TRIM37,1,1,0
13387,TRPM7,1,5,0
8479,PLXNB3,1,0,0
8464,PLPPR1,1,0,0
6040,LINC01471,1,0,0
6043,LINC01476,1,5,0
6037,LINC01456,1,3,0
6049,LINC01488,1,0,0
1112,ARHGAP42,1,2,0
8471,PLVAP,1,0,0
8520,POLK,1,0,0
8523,POLQ,1,0,0
13302,TRAJ20,1,0,0
13352,TRIM7,1,1,0
13355,TRIM72,1,0,0
13311,TRAPPC14,1,0,0
1125,ARHGEF15,1,0,0
1126,ARHGEF16,1,0,0
6044,LINC01477,1,0,0
1013,AP1M1,1,0,0
6103,LINC01705,1,3,0
8423,PLEK,1,1,0
1028,AP5B1,1,0,0
982,AP000354.2,1,0,0
1033,APBA3,1,0,0
8460,PLPP2,1,0,0
6151,LINC01863,1,0,0
13394,TSBP1-AS1,1,0,0
13395,TSC2,1,6,0
1081,ARFGEF3,1,1,0
1018,AP2M1,1,0,0
1038,APC2,1,0,0
1024,AP3S1,1,0,0
1026,AP4M1,1,0,0
